,tenure,TotalCharges,OnlineSecurity,OnlineBackup,TechSupport,Contract,Churn
2673,22,2317.1,Yes,No,No,Month-to-month,Yes
2499,41,2894.55,Yes,Yes,No,One year,No
3089,68,5646.6,Yes,Yes,Yes,Two year,No
5200,70,7397.0,No,Yes,No,One year,No
5096,71,6263.8,Yes,Yes,Yes,Two year,No
2680,71,6029.9,Yes,Yes,Yes,Two year,No
2126,1,44.45,No,No,No,Month-to-month,No
471,1,55.0,No,No,No,Month-to-month,Yes
967,3,60.65,No internet service,No internet service,No internet service,Month-to-month,No
7013,40,3756.4,No,Yes,No,Month-to-month,No
4056,3,155.35,No,Yes,No,Month-to-month,Yes
4602,67,1759.55,No internet service,No internet service,No internet service,Two year,No
5873,18,1380.4,Yes,No,No,Month-to-month,No
6648,20,406.05,No internet service,No internet service,No internet service,Month-to-month,No
3815,3,210.3,No,No,No,Month-to-month,Yes
896,71,8310.55,Yes,Yes,Yes,Two year,No
5329,25,853.0,No,No,No,Month-to-month,Yes
4284,32,2897.95,No,No,No,Month-to-month,No
5785,46,917.45,No internet service,No internet service,No internet service,Two year,No
1773,68,1292.65,No internet service,No internet service,No internet service,Two year,No
3307,48,3870.3,No,Yes,Yes,Two year,No
251,2,147.15,No,No,No,Month-to-month,Yes
1209,56,5253.95,Yes,Yes,No,One year,No
2688,5,412.1,No,Yes,No,Month-to-month,Yes
3885,3,212.4,No,No,No,Month-to-month,No
2937,64,5980.75,No,Yes,No,One year,No
3071,47,4318.35,Yes,Yes,Yes,Two year,No
4605,63,4234.15,No,Yes,Yes,Two year,No
1128,27,529.8,No internet service,No internet service,No internet service,Month-to-month,No
2890,47,3309.25,No,No,No,Month-to-month,Yes
4479,59,1493.1,No internet service,No internet service,No internet service,Two year,No
1593,4,84.2,No internet service,No internet service,No internet service,Month-to-month,No
2603,72,8496.7,Yes,Yes,Yes,Two year,No
3607,13,742.9,Yes,No,Yes,One year,No
57,66,7076.35,No,Yes,Yes,One year,No
1699,42,958.1,No internet service,No internet service,No internet service,One year,No
1322,10,187.75,No internet service,No internet service,No internet service,Month-to-month,No
176,15,1145.7,No,No,No,Month-to-month,Yes
3182,45,4285.8,No,No,Yes,Two year,No
6116,48,3581.4,No,Yes,Yes,One year,No
2995,1,25.25,No,No,No,Month-to-month,No
6997,27,2093.4,No,Yes,No,Month-to-month,No
6155,5,126.05,No internet service,No internet service,No internet service,Month-to-month,Yes
292,23,1940.8,No,Yes,Yes,One year,No
1142,11,775.3,No,No,No,Month-to-month,No
2328,35,3452.55,No,No,No,Month-to-month,No
3728,67,5903.15,Yes,Yes,Yes,One year,No
183,33,2453.3,Yes,No,No,One year,No
1170,72,8093.15,Yes,Yes,Yes,Two year,No
4838,67,7344.45,No,Yes,Yes,One year,No
5649,33,669.45,No internet service,No internet service,No internet service,Month-to-month,No
5332,47,2813.05,Yes,Yes,Yes,One year,No
5931,13,1237.85,No,Yes,No,Month-to-month,Yes
5737,18,1611.15,Yes,No,Yes,Month-to-month,No
3523,72,7965.95,Yes,Yes,Yes,Two year,No
1086,11,1047.7,No,No,No,Month-to-month,Yes
2781,7,265.8,No,Yes,Yes,Month-to-month,No
4112,59,5623.7,Yes,Yes,No,Month-to-month,No
1172,32,3217.65,No,Yes,No,Month-to-month,No
2470,67,1733.15,No internet service,No internet service,No internet service,Two year,No
3661,51,4475.9,No,No,No,One year,No
2166,59,5483.9,Yes,Yes,Yes,One year,No
5761,48,1978.65,Yes,Yes,Yes,Two year,No
2133,1,70.55,No,No,No,Month-to-month,Yes
7005,23,486.2,No internet service,No internet service,No internet service,One year,No
4458,38,3624.3,No,Yes,No,Month-to-month,Yes
4731,19,357.7,No internet service,No internet service,No internet service,One year,No
2589,3,231.8,No,No,No,Month-to-month,Yes
4050,58,5780.7,No,Yes,No,Month-to-month,No
2183,2,109.25,No,No,Yes,Month-to-month,No
3114,5,392.65,No,No,Yes,Month-to-month,No
1956,72,7261.25,Yes,Yes,No,Two year,No
613,44,4860.35,Yes,Yes,No,One year,No
3528,16,342.4,No internet service,No internet service,No internet service,Month-to-month,Yes
2944,12,605.75,Yes,Yes,Yes,Month-to-month,No
6878,6,573.3,No,No,No,Month-to-month,Yes
3734,72,7774.05,No,Yes,Yes,Two year,No
1430,23,615.35,No internet service,No internet service,No internet service,One year,No
4815,38,2597.6,No,No,No,One year,Yes
1876,47,4563.0,No,No,No,One year,No
1748,54,1102.4,No internet service,No internet service,No internet service,Two year,No
6347,15,1108.6,No,No,No,Month-to-month,No
505,20,1782.4,No,Yes,No,Month-to-month,Yes
415,16,1195.75,No,Yes,No,Month-to-month,No
6924,1,69.35,No,No,No,Month-to-month,Yes
272,1,24.8,No,No,No,Month-to-month,Yes
2942,46,907.05,No internet service,No internet service,No internet service,Two year,No
1706,69,6743.55,No,Yes,Yes,Two year,No
5901,49,4254.85,No,No,No,Month-to-month,Yes
4557,53,3045.75,No,No,Yes,One year,No
2807,7,136.75,No internet service,No internet service,No internet service,One year,No
6142,42,2203.65,No,No,No,Month-to-month,Yes
5887,17,846.8,Yes,No,No,Month-to-month,No
2441,2,162.55,No,No,No,Month-to-month,No
106,72,7303.05,Yes,Yes,No,One year,No
1344,28,563.05,No internet service,No internet service,No internet service,Month-to-month,No
6811,1,50.35,No,No,No,Month-to-month,Yes
4651,15,1270.2,Yes,No,No,Month-to-month,Yes
6722,67,7142.5,Yes,No,No,One year,No
3349,11,1056.95,No,No,No,Month-to-month,Yes
2182,56,5873.75,No,No,Yes,Two year,No
952,22,1253.15,Yes,No,Yes,Month-to-month,No
5833,19,577.15,No,Yes,No,Month-to-month,No
2586,44,780.25,No internet service,No internet service,No internet service,Month-to-month,No
2417,10,389.8,No,Yes,Yes,Month-to-month,No
1504,18,1247.75,No,No,No,Month-to-month,No
4927,30,637.55,No internet service,No internet service,No internet service,Two year,No
7003,26,1022.5,No,No,Yes,Month-to-month,No
3849,58,6144.55,Yes,Yes,No,Two year,Yes
6080,1,29.7,Yes,No,No,Month-to-month,Yes
4812,9,620.55,No,Yes,Yes,Month-to-month,Yes
1121,50,4179.1,Yes,No,Yes,One year,No
3819,46,1489.3,Yes,No,No,One year,No
5447,3,148.05,No,No,No,Month-to-month,No
6782,11,531.15,No,Yes,No,Month-to-month,No
1024,37,2552.9,No,No,No,Month-to-month,No
5696,22,1152.7,Yes,No,Yes,Month-to-month,Yes
4483,67,1784.9,No internet service,No internet service,No internet service,Two year,No
5506,1,20.2,No internet service,No internet service,No internet service,Month-to-month,No
4252,19,1033.9,No,No,No,Month-to-month,No
2795,9,622.9,No,No,No,Month-to-month,Yes
416,70,6858.9,No,Yes,Yes,Two year,No
2827,1,50.15,No,Yes,No,Month-to-month,No
4828,39,1597.05,No,Yes,Yes,Month-to-month,No
2629,2,140.7,No,No,No,Month-to-month,Yes
3341,49,2106.05,No,No,No,Month-to-month,No
564,7,445.95,No,No,Yes,Month-to-month,No
1224,1,45.85,No,No,No,Month-to-month,Yes
142,61,5971.25,No,Yes,No,Two year,No
3942,1,42.9,No,No,No,Month-to-month,Yes
2271,40,3673.6,No,No,No,Month-to-month,No
2531,71,1681.6,No internet service,No internet service,No internet service,Two year,No
2004,24,2165.05,No,No,No,Month-to-month,Yes
1194,14,765.45,No,Yes,No,Month-to-month,No
6965,61,5895.45,Yes,Yes,Yes,Month-to-month,No
1756,44,3268.05,No,No,Yes,One year,No
497,70,1397.65,No internet service,No internet service,No internet service,Two year,No
3477,18,1345.75,No,No,No,Month-to-month,No
6885,12,871.4,No,No,No,Month-to-month,Yes
3315,66,7051.95,No,Yes,Yes,One year,No
721,61,1305.95,No internet service,No internet service,No internet service,Two year,No
5118,42,3729.75,No,No,Yes,Month-to-month,No
3859,54,5121.75,No,Yes,No,One year,No
1496,3,61.45,No internet service,No internet service,No internet service,Month-to-month,No
6637,69,3804.4,Yes,Yes,No,One year,No
1520,3,55.25,No internet service,No internet service,No internet service,Month-to-month,No
4482,7,541.15,No,No,No,Month-to-month,Yes
3770,57,1115.6,No internet service,No internet service,No internet service,Two year,No
3006,14,1036.75,No,No,No,Month-to-month,Yes
5891,11,470.6,No,No,No,One year,Yes
5673,4,117.8,No internet service,No internet service,No internet service,One year,No
108,43,3921.3,No,No,No,One year,No
1754,62,4698.05,Yes,Yes,No,One year,No
6741,12,1062.1,No,No,No,Month-to-month,Yes
1351,11,250.8,No internet service,No internet service,No internet service,Month-to-month,No
6110,19,1130.85,No,Yes,No,Month-to-month,No
4888,44,4510.8,Yes,Yes,No,One year,No
5708,11,864.85,No,No,No,Month-to-month,No
1973,72,5728.55,Yes,No,Yes,Two year,No
336,43,4759.85,No,Yes,No,Two year,Yes
4941,3,58.15,No internet service,No internet service,No internet service,Month-to-month,Yes
6201,5,374.8,Yes,Yes,No,Month-to-month,No
3139,2,75.6,No,No,Yes,Month-to-month,Yes
5614,68,5696.6,Yes,Yes,No,One year,No
724,33,3105.55,No,No,No,Month-to-month,Yes
765,11,363.15,No,No,No,Month-to-month,No
2997,69,6143.15,No,Yes,No,Month-to-month,Yes
3783,66,6936.85,No,Yes,No,Month-to-month,No
307,29,2054.4,No,No,Yes,Two year,No
4034,8,369.15,No,No,No,Month-to-month,No
3039,72,4641.1,Yes,Yes,Yes,Two year,No
3846,8,411.75,No,No,No,Month-to-month,No
5720,32,3416.85,No,Yes,No,One year,No
2550,56,1090.1,No internet service,No internet service,No internet service,Two year,No
6379,10,788.8,No,Yes,No,Month-to-month,Yes
1791,44,2722.2,Yes,Yes,No,One year,No
3245,23,1900.25,No,Yes,Yes,Month-to-month,Yes
2842,4,202.25,Yes,No,Yes,Month-to-month,No
5729,36,1815.0,Yes,No,No,Month-to-month,No
2053,47,4065.0,No,Yes,No,Month-to-month,Yes
2398,2,63.75,No,Yes,No,Month-to-month,No
71,52,1090.65,No internet service,No internet service,No internet service,One year,No
4903,5,455.5,No,Yes,No,Month-to-month,Yes
3210,64,4068.0,Yes,No,Yes,One year,No
1260,2,92.75,No,Yes,No,Month-to-month,No
1666,8,174.65,No internet service,No internet service,No internet service,Two year,No
5522,1,70.15,No,No,No,Month-to-month,Yes
6377,1,44.65,No,Yes,Yes,Month-to-month,Yes
5500,60,3694.45,Yes,Yes,No,Two year,No
2392,20,1781.35,No,No,No,Month-to-month,No
6705,22,1232.9,No,No,Yes,Month-to-month,No
1695,54,3770.0,No,Yes,Yes,One year,No
1095,1,80.55,No,No,No,Month-to-month,No
3889,13,259.65,No internet service,No internet service,No internet service,One year,No
3667,24,2263.45,No,No,No,Two year,No
2902,6,450.9,Yes,No,No,Month-to-month,No
1630,38,4009.2,No,Yes,No,Month-to-month,No
4294,12,979.05,Yes,No,No,One year,No
1881,26,1156.55,Yes,Yes,No,Month-to-month,No
4710,6,217.5,No,Yes,Yes,Two year,No
1612,67,5918.8,No,Yes,No,One year,Yes
978,62,6383.35,No,Yes,No,One year,Yes
6252,50,2021.35,Yes,No,No,Month-to-month,No
4993,72,4664.5,Yes,Yes,Yes,Two year,No
2578,31,2911.3,No,No,Yes,Month-to-month,Yes
848,72,6782.15,Yes,Yes,Yes,Two year,No
2916,51,2181.55,Yes,No,Yes,Month-to-month,No
4010,1,20.4,No internet service,No internet service,No internet service,Month-to-month,No
3912,60,6758.45,Yes,Yes,Yes,Two year,No
2154,24,498.1,No internet service,No internet service,No internet service,Two year,No
47,2,144.15,No,No,No,Month-to-month,Yes
3303,4,305.55,No,Yes,No,Month-to-month,Yes
1350,67,4322.85,Yes,Yes,No,Two year,No
5321,69,7251.9,Yes,Yes,Yes,One year,No
446,1,69.55,No,No,No,Month-to-month,Yes
1743,67,1583.5,No internet service,No internet service,No internet service,Two year,No
844,1,89.9,No,No,No,Month-to-month,Yes
6138,67,5588.8,Yes,Yes,No,Month-to-month,No
2418,27,2401.05,No,Yes,No,Month-to-month,No
3742,41,4282.4,Yes,Yes,Yes,Month-to-month,No
3535,64,6741.15,No,Yes,Yes,Two year,No
4081,1,69.6,No,No,No,Month-to-month,Yes
1294,6,270.95,No,No,No,Month-to-month,Yes
2972,72,4478.85,Yes,Yes,Yes,Two year,No
3834,57,3913.3,Yes,No,No,One year,Yes
6577,70,5265.55,No,Yes,Yes,Two year,No
5027,10,851.75,No,No,No,Month-to-month,Yes
5553,1,55.7,No,No,No,Month-to-month,Yes
1112,71,6293.45,Yes,Yes,Yes,Two year,No
776,3,92.5,No,Yes,No,Month-to-month,No
6655,63,1618.2,No internet service,No internet service,No internet service,Two year,No
2153,25,1797.75,No,No,No,Month-to-month,No
4778,62,1413.0,No internet service,No internet service,No internet service,Two year,No
4796,55,5276.1,Yes,No,No,One year,No
6742,52,4016.3,Yes,Yes,No,Two year,No
4827,16,1312.15,No,No,No,Month-to-month,Yes
3413,29,2621.75,No,No,No,Month-to-month,No
1851,2,68.75,No,No,No,Month-to-month,Yes
1963,8,553.4,No,No,No,Month-to-month,No
2288,5,420.45,No,Yes,No,Month-to-month,No
3933,9,180.7,No internet service,No internet service,No internet service,Month-to-month,No
3007,32,2276.95,No,Yes,No,Month-to-month,Yes
485,72,6130.85,No,No,No,Two year,No
2413,7,305.55,Yes,No,Yes,Two year,No
4680,18,964.9,Yes,Yes,No,Month-to-month,No
5394,48,5083.55,No,Yes,Yes,Month-to-month,No
30,71,6766.95,Yes,Yes,Yes,Two year,No
1879,1,70.05,No,No,No,Month-to-month,Yes
2684,69,7386.05,No,Yes,Yes,One year,No
4727,60,1198.8,No internet service,No internet service,No internet service,Two year,No
6509,1,25.05,No,No,No,Month-to-month,Yes
4534,1,49.0,No,No,Yes,Month-to-month,No
4803,38,3479.05,Yes,No,No,Month-to-month,No
3298,4,83.3,No internet service,No internet service,No internet service,Month-to-month,No
636,31,3109.9,No,No,Yes,Two year,No
5543,14,1043.8,Yes,Yes,No,Month-to-month,No
2375,71,7904.25,Yes,Yes,Yes,Two year,No
1083,2,171.15,No,No,No,Month-to-month,Yes
861,64,5822.3,Yes,No,No,Two year,No
3195,9,653.9,No,Yes,No,Month-to-month,No
903,56,6068.65,Yes,Yes,No,One year,No
2845,11,999.9,No,Yes,Yes,Month-to-month,No
109,72,1363.25,No internet service,No internet service,No internet service,Two year,No
6774,1,19.65,No internet service,No internet service,No internet service,Month-to-month,No
3751,60,6572.85,Yes,No,Yes,Month-to-month,No
3620,33,1750.85,No,Yes,Yes,Month-to-month,No
2338,72,1322.85,No internet service,No internet service,No internet service,Two year,No
5913,26,2274.1,Yes,No,Yes,One year,No
4538,3,272.2,No,No,Yes,Month-to-month,Yes
4915,22,849.9,No,Yes,No,Month-to-month,No
1831,22,1381.8,Yes,Yes,Yes,Month-to-month,No
5576,1,53.55,No,No,No,Month-to-month,Yes
782,27,1510.3,Yes,Yes,No,Month-to-month,No
6877,1,69.7,No,No,No,Month-to-month,Yes
3334,41,4443.45,No,Yes,No,Month-to-month,Yes
6708,14,1096.25,No,No,No,Month-to-month,Yes
2862,7,451.1,No,No,No,Month-to-month,Yes
1825,32,1739.6,No,Yes,No,Month-to-month,No
1094,41,2839.95,No,Yes,No,One year,No
4928,4,181.6,No,No,No,Month-to-month,Yes
3109,56,1444.05,No internet service,No internet service,No internet service,Two year,No
2619,33,3655.45,No,Yes,Yes,Month-to-month,Yes
4262,2,94.55,Yes,No,No,Month-to-month,Yes
3980,28,2979.5,No,Yes,No,Month-to-month,Yes
5436,1,54.5,Yes,No,Yes,Month-to-month,No
1654,1,18.8,No internet service,No internet service,No internet service,One year,No
5860,2,153.05,No,No,No,Month-to-month,Yes
7041,4,306.6,No,No,No,Month-to-month,Yes
4567,34,3540.65,No,Yes,Yes,Month-to-month,No
3836,64,3756.45,No,No,Yes,One year,No
4570,7,130.55,No internet service,No internet service,No internet service,Month-to-month,No
6224,51,4299.75,No,Yes,Yes,One year,No
4385,21,422.7,No internet service,No internet service,No internet service,One year,No
6421,21,1524.85,Yes,Yes,Yes,Two year,No
2457,57,5199.8,No,Yes,No,One year,No
3383,6,438.0,No,No,No,Month-to-month,Yes
2588,8,408.25,No,No,Yes,Month-to-month,No
1204,18,467.85,No,No,No,Month-to-month,No
2202,7,467.55,No,No,No,Month-to-month,Yes
2648,35,2094.9,Yes,No,No,Month-to-month,No
4655,32,2282.95,Yes,No,No,One year,No
5425,30,3096.9,No,No,No,Month-to-month,No
4674,26,1285.8,No,No,No,One year,No
7004,38,3691.2,No,Yes,No,Month-to-month,No
1770,41,4689.5,Yes,Yes,No,Month-to-month,Yes
829,34,1442.6,No,No,Yes,Month-to-month,No
7031,55,3316.1,Yes,Yes,No,One year,No
6814,57,5438.95,No,Yes,No,Month-to-month,No
627,66,6819.45,No,Yes,No,One year,No
4125,43,3551.65,Yes,Yes,No,Month-to-month,No
925,32,2404.15,Yes,Yes,Yes,Month-to-month,No
295,1,20.25,No internet service,No internet service,No internet service,Month-to-month,No
1052,40,3208.65,No,No,Yes,One year,No
3688,41,3990.6,No,No,No,Month-to-month,No
3563,30,2595.85,Yes,No,No,Month-to-month,No
2260,3,217.55,No,No,Yes,Month-to-month,Yes
944,54,5645.8,Yes,Yes,No,Month-to-month,No
5599,9,890.6,No,Yes,Yes,Month-to-month,Yes
5839,7,533.05,No,No,No,Month-to-month,No
12,58,5681.1,No,No,No,One year,No
1117,52,4577.75,No,No,No,Two year,No
6087,26,1023.75,No,Yes,No,One year,No
5369,34,673.2,No internet service,No internet service,No internet service,Month-to-month,No
3903,53,4348.1,No,Yes,Yes,Month-to-month,No
6452,15,1242.2,Yes,No,No,Month-to-month,No
1319,1,19.45,No internet service,No internet service,No internet service,Month-to-month,Yes
3947,5,300.4,Yes,No,No,Month-to-month,No
6883,34,3688.6,Yes,Yes,No,Month-to-month,No
6440,32,3334.9,No,No,No,Month-to-month,No
3213,41,1412.4,Yes,No,No,One year,No
6263,25,1423.15,No,No,Yes,One year,No
3252,17,1096.65,Yes,No,Yes,One year,No
653,17,475.25,No internet service,No internet service,No internet service,Month-to-month,No
3992,70,5991.05,Yes,Yes,No,Two year,No
6409,43,776.25,No internet service,No internet service,No internet service,One year,No
3982,71,1654.6,No internet service,No internet service,No internet service,Two year,No
2431,2,47.5,No,No,No,Month-to-month,Yes
6870,49,3720.35,No,No,No,Month-to-month,No
5527,72,7578.05,No,Yes,No,One year,No
3706,26,2281.6,No,No,Yes,Month-to-month,No
2423,18,407.05,No internet service,No internet service,No internet service,One year,No
6240,1,93.3,No,No,No,Month-to-month,Yes
2804,9,259.8,No,No,No,One year,Yes
4881,28,2065.4,No,No,Yes,Month-to-month,No
570,60,1103.25,No internet service,No internet service,No internet service,Two year,No
1448,23,473.9,No internet service,No internet service,No internet service,Month-to-month,No
4532,15,1111.85,No,Yes,No,Month-to-month,Yes
6651,29,1801.1,Yes,Yes,Yes,Month-to-month,No
1745,56,1119.9,No internet service,No internet service,No internet service,Two year,No
3434,11,617.85,Yes,No,Yes,One year,No
4420,27,1927.3,Yes,No,Yes,One year,No
287,1,70.0,No,No,No,Month-to-month,Yes
1738,66,6130.95,No,Yes,Yes,One year,No
6345,2,118.25,No,Yes,No,Month-to-month,No
6213,19,387.7,No internet service,No internet service,No internet service,Two year,No
2664,62,5791.85,Yes,Yes,No,One year,No
3832,51,3950.85,No,Yes,Yes,One year,No
6092,72,6849.75,Yes,Yes,Yes,Two year,No
3424,10,863.1,No,No,No,Month-to-month,Yes
5770,37,2479.25,Yes,No,Yes,One year,No
1684,35,1655.35,No,No,No,Month-to-month,No
4578,10,629.55,No,No,Yes,Month-to-month,No
1338,1,20.15,No internet service,No internet service,No internet service,Month-to-month,Yes
2952,26,493.95,No internet service,No internet service,No internet service,Month-to-month,No
5776,72,5980.55,Yes,Yes,Yes,Two year,No
3135,38,3734.25,No,No,Yes,Month-to-month,Yes
6821,18,1776.95,No,No,Yes,Month-to-month,Yes
2258,56,3019.7,Yes,No,No,One year,No
4015,36,1893.5,Yes,No,No,One year,No
4253,22,1885.15,No,No,No,Month-to-month,No
3053,65,6700.05,No,No,Yes,Two year,No
2498,27,1389.85,No,Yes,Yes,Month-to-month,No
5471,29,1993.25,No,No,No,Month-to-month,No
1564,10,898.35,No,No,No,Month-to-month,Yes
5372,50,5222.35,No,No,Yes,Month-to-month,No
6957,9,770.5,No,No,Yes,Month-to-month,No
5885,23,538.5,No internet service,No internet service,No internet service,One year,No
2185,24,1338.15,Yes,No,No,Month-to-month,Yes
5519,1,55.7,Yes,No,No,Month-to-month,No
1231,20,1398.6,Yes,No,No,Month-to-month,No
4418,58,3563.8,Yes,Yes,No,One year,Yes
1258,47,1046.2,No internet service,No internet service,No internet service,Two year,No
2254,72,6735.05,Yes,Yes,Yes,Two year,No
1951,14,668.85,No,No,No,Month-to-month,No
6543,62,3425.35,Yes,No,No,One year,No
113,37,2868.15,No,No,No,Month-to-month,Yes
5976,29,1004.75,No,Yes,Yes,Month-to-month,No
5149,62,1123.65,No internet service,No internet service,No internet service,Two year,No
4813,46,4391.25,No,Yes,No,Month-to-month,No
507,2,167.5,No,No,Yes,Month-to-month,Yes
